sale_id,product_id,product_name,category,manufacturer,batch_number,expiration_date,restock_date,units_in_stock,units_sold,sale_date,unit_price,total_sale_amount,store_id,store_name,store_street_address,store_city,store_state,store_postal_code,store_country,sale_month,sale_year,days_to_expiry,days_since_restock,total_units_sold,transaction_count,avg_units_sold,fuzzy_score,movement_class
SYN00001,P1232,Diphenhydramine 25mg,antihistamine,AllergyFree Labs,DIPH-2403C,2025-11-27,2024-11-06,88,3,2024-11-08,5.697690903194287,17.09,ST022,MetroCare Pharmacy,1220 Maple Ave,Newport,KY,41071,USA,11,2024,-126,512,212,51,4.1568627450980395,3.572,Moderate
SYN00002,P1021,Ibuprofen 200mg,analgesic,HealWell Pharma,IBU-2303,2026-02-16,2024-12-12,65,4,2025-01-11,7.647148165608767,30.59,ST011,City Pharmacy,823 Oak Ave,Phoenix,AZ,85001,USA,1,2025,-45,476,168,57,2.9473684210526314,4.193,Moderate
SYN00002,P1021,Ibuprofen 200mg,analgesic,HealWell Pharma,IBU-2303,2026-02-16,2024-12-12,65,4,2025-01-11,7.647148165608767,30.59,ST011,City Pharmacy,823 Oak Ave,Phoenix,AZ,85001,USA,1,2025,-45,476,143,50,2.86,3.439,Slow Moving
SYN00002,P1021,Ibuprofen 200mg,analgesic,HealWell Pharma,IBU-2303,2026-02-16,2024-12-12,65,4,2025-01-11,7.647148165608767,30.59,ST011,City Pharmacy,823 Oak Ave,Phoenix,AZ,85001,USA,1,2025,-45,476,381,95,4.010526315789473,6.217,Moderate
SYN00003,P1527,Clopidogrel 75mg,antiplatelet,CardioGen,CLO-2402Z,2025-11-29,2024-11-29,99,6,2024-12-13,13.71887246695735,82.31,ST018,HealthFirst Pharmacy,938 King St,Columbus,OH,43201,USA,12,2024,-124,489,348,49,7.1020408163265305,4.362,Moderate
SYN00004,P1683,Montelukast 10mg,antihistamine,AllergyFree Labs,MON-2402M,2026-07-07,2024-05-31,83,5,2024-06-06,15.376772116704831,76.88,ST019,Lakeview Pharmacy,882 Willow Ave,Duluth,MN,55802,USA,6,2024,96,671,224,45,4.977777777777778,3.629,Moderate
SYN00005,P1047,Acetaminophen 325mg,analgesic,HealWell Pharma,ACE-25C,2028-12-10,2028-01-03,54,3,2028-01-03,5.715067014687516,17.15,ST021,HealthFirst Pharmacy,3371 Maple St,Springfield,IL,62703,USA,1,2028,983,-641,123,44,2.7954545454545454,3.378,Slow Moving
SYN00005,P1047,Acetaminophen 325mg,analgesic,HealWell Pharma,ACE-25C,2028-12-10,2028-01-03,54,3,2028-01-03,5.715067014687516,17.15,ST021,HealthFirst Pharmacy,3371 Maple St,Springfield,IL,62703,USA,1,2028,983,-641,296,60,4.933333333333334,6.237,Moderate
SYN00006,P1001,Ibuprofen 200mg,analgesic,HealWell Pharma,IBU-24A-001,2025-11-14,2024-10-15,113,7,2024-11-05,8.1183439475493,56.83,ST001,HealthFirst Pharmacy,123 Market St,Springfield,IL,62701,USA,11,2024,-139,534,391,98,3.989795918367347,4.641,Moderate
SYN00007,P1102,Vitamin C 1000mg,supplement,NutriHealth Inc,VITC-2331,2026-04-29,2025-04-30,177,3,2025-05-17,11.969697752846145,35.91,ST013,GreenLeaf Pharmacy,100 Elm Dr,Columbus,OH,43215,USA,5,2025,27,337,152,42,3.619047619047619,2.713,Slow Moving
SYN00008,P1121,Flu Vaccine 2027,vaccine,Vaxilife,FLU-27B,2028-03-28,2027-09-02,392,99,2027-09-29,18.29225719822685,1810.93,ST035,Seasonal RX,1120 Brookside Dr,Minneapolis,MN,55407,USA,9,2027,726,-518,4896,49,99.91836734693878,5.883,Moderate
SYN00009,P1032,Clopidogrel 75mg,antiplatelet,HealWell Pharma,CLO-24C-032,2026-04-24,2025-03-19,56,1,2025-04-03,20.864482006641484,20.86,ST032,Care Max,200 Main Ave,Raleigh,NC,27601,USA,4,2025,22,379,106,52,2.0384615384615383,3.439,Slow Moving
SYN00010,P1013,Fexofenadine 180mg,antihistamine,AllergyFree Ltd,FEX-24C-013,2026-06-11,2025-05-29,63,5,2025-06-05,15.357379716326813,76.79,ST013,Sunrise Pharmacy,15 Sunrise Dr,Orlando,FL,32801,USA,6,2025,70,308,285,46,6.195652173913044,3.744,Moderate
SYN00010,P1013,Fexofenadine 180mg,antihistamine,AllergyFree Ltd,FEX-24C-013,2026-06-11,2025-05-29,63,5,2025-06-05,15.357379716326813,76.79,ST013,Sunrise Pharmacy,15 Sunrise Dr,Orlando,FL,32801,USA,6,2025,70,308,170,43,3.953488372093023,3.223,Slow Moving
SYN00011,P1040,Influenza Vaccine,vaccine,BioShield,FLU-24V-040,2026-01-03,2024-09-17,347,60,2024-10-06,18.905647753872216,1134.34,ST040,Giant Chemist,450 Union Ave,Seattle,WA,98101,USA,10,2024,-89,562,3239,54,59.98148148148148,6.138,Moderate
SYN00012,P1109,Lansoprazole 30mg,antacid,DigestAid Corp,LAN-25A,2028-07-12,2027-05-23,229,21,2027-06-13,12.767084600145578,268.11,ST040,Eastside Pharmacy,3490 Ridge Rd,Cleveland,OH,44102,USA,6,2027,832,-416,1045,52,20.096153846153847,6.138,Moderate
SYN00013,P1379,Estradiol 1mg,hormone,FemCare Pharma,EST-2401B,2026-05-02,2024-06-04,13,3,2024-06-10,58.169406234346624,174.51,ST026,Unity Pharmacy,101 Main St,Grand Rapids,MI,49503,USA,6,2024,30,667,165,54,3.0555555555555554,3.44,Slow Moving
SYN00014,P1403,Probiotic Complex,supplement,NutriHealth Inc,PROB-24B,2026-07-28,2025-08-01,177,13,2025-08-06,15.661157950735513,203.6,ST044,Vibrant Life,1212 Grand Rd,Indianapolis,IN,46204,USA,8,2025,117,244,681,56,12.160714285714286,5.84,Moderate
SYN00015,P1084,Loratadine 10mg,antihistamine,Allergonix,LOR-24A,2027-08-10,2026-08-08,80,6,2026-09-09,9.47328162184528,56.84,ST024,MediValue Pharmacy,1820 Oakview Dr,Aurora,CO,80014,USA,9,2026,495,-128,464,67,6.925373134328358,6.139,Moderate
SYN00016,P1201,Doxycycline 100mg,antibiotic,MediCore Labs,DOX-24B,2026-08-21,2025-09-11,78,5,2025-09-08,15.877604876817704,79.39,ST024,Peak Pharmacy,22 Ridge Ln,Denver,CO,80204,USA,9,2025,141,203,255,43,5.930232558139535,3.403,Slow Moving
SYN00017,P1114,Cholecalciferol 5000IU,supplement,NutriHealth Inc.,CHO-24D,2028-02-10,2027-01-06,75,3,2027-01-12,9.160752644077265,27.48,ST028,Sunrise Drugs,512 11th Ave,Seattle,WA,98122,USA,1,2027,679,-279,191,48,3.9791666666666665,3.531,Moderate
SYN00018,P1017,Zinc 50mg,supplement,NutriHealth Inc,ZNC-24B-017,2026-03-03,2025-02-05,114,5,2025-02-11,7.263125807929928,36.32,ST017,PrimeHealth,800 Health St,Phoenix,AZ,85004,USA,2,2025,-30,421,321,46,6.978260869565218,3.744,Moderate
SYN00018,P1017,Zinc 50mg,supplement,NutriHealth Inc,ZNC-24B-017,2026-03-03,2025-02-05,114,5,2025-02-11,7.263125807929928,36.32,ST017,PrimeHealth,800 Health St,Phoenix,AZ,85004,USA,2,2025,-30,421,251,43,5.837209302325581,3.383,Slow Moving
SYN00019,P1101,Omeprazole 20mg,antacid,DigestAid Corp,OME-25A,2028-04-15,2027-03-26,177,11,2027-04-20,10.458587187580523,115.04,ST021,HealthFirst Pharmacy,3371 Maple St,Springfield,IL,62703,USA,4,2027,744,-358,743,62,11.983870967741936,6.44,Moderate
SYN00021,P1113,Vitamin E 400IU,supplement,NutriHealth Inc.,VITE-25A,2029-02-03,2027-12-29,48,3,2028-01-08,7.844300709562023,23.53,ST021,HealthFirst Pharmacy,3371 Maple St,Springfield,IL,62703,USA,1,2028,1038,-636,181,47,3.851063829787234,3.507,Moderate
SYN00022,P1183,Vitamin D3 2000IU,supplement,NutriHealth Group,VD3-2024A,2026-03-10,2024-12-11,146,2,2025-01-09,12.22736485382169,24.45,ST022,GreenLife Drugstore,725 Oak Dr,Portland,OR,97205,USA,1,2025,-23,477,98,54,1.8148148148148149,3.439,Slow Moving
SYN00023,P1031,Amlodipine 5mg,antihypertensive,MediCore Labs,AML-24A-031,2026-09-28,2025-08-15,86,6,2025-09-01,9.21904451562463,55.31,ST031,HealthFirst Pharmacy,123 Market St,Springfield,IL,62701,USA,9,2025,179,230,255,52,4.903846153846154,3.967,Moderate
SYN00023,P1031,Amlodipine 5mg,antihypertensive,MediCore Labs,AML-24A-031,2026-09-28,2025-08-15,86,6,2025-09-01,9.21904451562463,55.31,ST031,HealthFirst Pharmacy,123 Market St,Springfield,IL,62701,USA,9,2025,179,230,167,55,3.036363636363636,3.44,Slow Moving
SYN00024,P1007,Levothyroxine 88mcg,hormone,EndoLife Corp,LEV-23Y-007,2025-09-20,2024-09-13,19,1,2024-09-21,38.94004305643547,38.94,ST007,SpecialtyRx,210 Medical Pkwy,Cleveland,OH,44114,USA,9,2024,-194,566,315,52,6.0576923076923075,4.667,Moderate
SYN00024,P1007,Levothyroxine 88mcg,hormone,EndoLife Corp,LEV-23Y-007,2025-09-20,2024-09-13,19,1,2024-09-21,38.94004305643547,38.94,ST007,SpecialtyRx,210 Medical Pkwy,Cleveland,OH,44114,USA,9,2024,-194,566,59,47,1.2553191489361701,3.439,Slow Moving
SYN00025,P1440,Vitamin B Complex,supplement,NutriHealth Inc,VITB-24A,2027-03-07,2026-02-20,149,10,2026-02-26,13.653926340984388,136.54,ST048,Health Express,505 State Ave,Raleigh,NC,27601,USA,2,2026,339,41,592,59,10.033898305084746,6.14,Moderate
SYN00026,P1040,Influenza Vaccine,vaccine,BioShield,FLU-24V-040,2025-12-31,2024-09-06,347,59,2024-10-02,19.680620470117045,1161.16,ST040,Giant Chemist,450 Union Ave,Seattle,WA,98101,USA,10,2024,-92,573,3239,54,59.98148148148148,6.138,Moderate
SYN00027,P1106,Rabeprazole 20mg,antacid,DigestAid Corp,RAB-24B,2028-01-23,2027-01-05,207,14,2027-01-11,12.549573625253489,175.69,ST029,QuickMed Pharmacy,801 Elm St,Tampa,FL,33605,USA,1,2027,661,-278,986,66,14.93939393939394,8.0,Fast Moving
SYN00028,P1009,Influenza Vaccine,vaccine,BioShield,FLU-24V-009,2026-01-31,2024-09-23,408,70,2024-09-28,18.30094381225978,1281.07,ST009,Giant Chemist,450 Union Ave,Seattle,WA,98101,USA,9,2024,-61,556,2813,40,70.325,5.143,Moderate
SYN00029,P1284,Multivitamin Tablets,supplement,NutriHealth,MV-2401A,2026-01-22,2024-01-17,133,11,2024-01-25,8.192499972673891,90.12,ST018,HealthFirst Pharmacy,938 King St,Columbus,OH,43201,USA,1,2024,-70,806,656,64,10.25,6.268,Moderate
SYN00030,P1017,Cetirizine 10mg,antihistamine,MediCore Labs,CET-2401,2026-06-14,2025-05-28,85,7,2025-06-30,10.04778755515144,70.33,ST017,MediPlus,145 River Rd,Denver,CO,80203,USA,6,2025,73,309,321,46,6.978260869565218,3.744,Moderate
SYN00030,P1017,Cetirizine 10mg,antihistamine,MediCore Labs,CET-2401,2026-06-14,2025-05-28,85,7,2025-06-30,10.04778755515144,70.33,ST017,MediPlus,145 River Rd,Denver,CO,80203,USA,6,2025,73,309,251,43,5.837209302325581,3.383,Slow Moving
SYN00031,P1040,Influenza Vaccine,vaccine,BioShield,FLU-24V-040,2026-01-21,2024-09-13,350,60,2024-10-04,20.244437541362768,1214.67,ST040,Giant Chemist,450 Union Ave,Seattle,WA,98101,USA,10,2024,-71,566,3239,54,59.98148148148148,6.138,Moderate
SYN00032,P1131,Levothyroxine 50mcg,hormone,ThyroGenix,LTX-23A1,2025-11-12,2024-12-07,15,1,2024-12-06,49.9484590707284,49.95,ST017,ExpressRx,1012 Hillside Rd,Eugene,OR,97401,USA,12,2024,-141,481,74,34,2.176470588235294,1.333,Slow Moving
SYN00033,P1051,Ibuprofen 200mg,analgesic,HealWell Pharma,IBU-23C,2025-10-19,2024-08-05,57,5,2025-03-15,8.767649364371287,43.84,ST021,HealthFirst Pharmacy,123 Elm St,Nashville,TN,37209,USA,3,2025,-165,605,141,67,2.1044776119402986,5.143,Moderate
SYN00033,P1051,Ibuprofen 200mg,analgesic,HealWell Pharma,IBU-23C,2025-10-19,2024-08-05,57,5,2025-03-15,8.767649364371287,43.84,ST021,HealthFirst Pharmacy,123 Elm St,Nashville,TN,37209,USA,3,2025,-165,605,279,47,5.9361702127659575,3.898,Moderate
SYN00034,P1087,Prednisone 20mg,other,Sterix Pharma,PRED-25A,2028-08-01,2027-07-16,71,8,2027-07-13,13.381784244746754,107.05,ST030,CityMed RX,400 Oak Dr,Charlotte,NC,28205,USA,7,2027,852,-470,308,46,6.695652173913044,3.744,Moderate
SYN00035,P1087,Prednisone 20mg,other,Sterix Pharma,PRED-25A,2028-09-07,2027-07-03,64,6,2027-07-18,13.50504895638401,81.03,ST030,CityMed RX,400 Oak Dr,Charlotte,NC,28205,USA,7,2027,889,-457,308,46,6.695652173913044,3.744,Moderate
SYN00036,P1030,Albuterol Inhaler,bronchodilator,RespiraMed,ALB-24B-030,2026-01-07,2024-11-26,44,2,2024-12-06,45.79110852976536,91.58,ST030,UrbanMeds,90 7th Ave,New York,NY,10001,USA,12,2024,-85,492,79,42,1.880952380952381,2.7,Slow Moving
SYN00038,P1307,Loratadine 10mg,antihistamine,AllergyFree Labs,LORA-2402B,2025-11-23,2024-12-08,65,9,2024-12-10,6.856814257657711,61.71,ST025,Care Max Pharmacy,2513 River Rd,Lafayette,LA,70501,USA,12,2024,-130,480,439,49,8.959183673469388,4.362,Moderate
SYN00039,P1043,Ibuprofen 400mg,analgesic,HealWell Pharma,IBU-25B,2028-04-06,2027-02-18,99,6,2027-02-10,9.101640404712796,54.61,ST024,MediValue Pharmacy,1820 Oakview Dr,Aurora,CO,80014,USA,2,2027,735,-322,311,45,6.911111111111111,3.629,Moderate
SYN00039,P1043,Ibuprofen 400mg,analgesic,HealWell Pharma,IBU-25B,2028-04-06,2027-02-18,99,6,2027-02-10,9.101640404712796,54.61,ST024,MediValue Pharmacy,1820 Oakview Dr,Aurora,CO,80014,USA,2,2027,735,-322,209,35,5.9714285714285715,2.933,Slow Moving
SYN00039,P1043,Ibuprofen 400mg,analgesic,HealWell Pharma,IBU-25B,2028-04-06,2027-02-18,99,6,2027-02-10,9.101640404712796,54.61,ST024,MediValue Pharmacy,1820 Oakview Dr,Aurora,CO,80014,USA,2,2027,735,-322,90,42,2.142857142857143,2.7,Slow Moving
SYN00040,P1149,Omeprazole 20mg,antacid,GastroCare,OME-23C,2027-10-31,2026-12-16,1208,340,2027-01-19,7.547919430838216,2566.29,ST018,Pharmacy Depot,201 Liberty St,Atlanta,GA,30303,USA,1,2027,577,-258,15306,45,340.1333333333333,5.159,Moderate
SYN00041,P1102,Vitamin C 1000mg,supplement,NutriHealth Inc,VITC-2331,2026-05-20,2025-05-11,182,4,2025-05-19,12.072678324024327,48.29,ST013,GreenLeaf Pharmacy,100 Elm Dr,Columbus,OH,43215,USA,5,2025,48,326,152,42,3.619047619047619,2.713,Slow Moving
